iter	Logloss
311	0.05364388432
312	0.05344264728
313	0.05309404664
314	0.05298222758
315	0.05284161278
316	0.05258869896
317	0.05244590749
318	0.05237929458
319	0.05231105959
320	0.05229853205
321	0.0522224424
322	0.05186945715
323	0.05179701138
324	0.0517279618
325	0.05156319329
326	0.05150277177
327	0.05140528785
328	0.05134034815
329	0.05124089039
330	0.05115778612
331	0.05107889255
332	0.05094843788
333	0.05071374581
334	0.05052715714
335	0.05026602916
336	0.05006761312
337	0.04982548332
338	0.04979883461
339	0.04974347147
340	0.04957112512
341	0.04951929803
342	0.04925963853
343	0.04911491737
344	0.0490046825
345	0.04898770462
346	0.04890761304
347	0.04875836978
348	0.04860209072
349	0.04856733637
350	0.04844089111
351	0.04825868893
352	0.04817452956
353	0.04806582188
354	0.0479930912
355	0.04787714013
356	0.04773467801
357	0.04757913251
358	0.0475267039
359	0.04744162667
360	0.04737223504
361	0.04727004378
362	0.04717178537
363	0.0470881583
364	0.04707627753
365	0.04693986073
366	0.04677389635
367	0.046636971
368	0.04657033081
369	0.04645396877
370	0.04637632113
371	0.04624291764
372	0.04619711355
373	0.04608286923
374	0.04602033857
375	0.04585319476
376	0.04567433924
377	0.04550531786
378	0.0453622658
379	0.04518052294
380	0.04501930765
381	0.0448677158
382	0.04483327482
383	0.04471750078
384	0.04461691432
385	0.04456846831
386	0.0445158386
387	0.04444010898
388	0.04417587057
389	0.04385803537
390	0.04378722391
391	0.04367097729
392	0.04353938634
393	0.04348376146
394	0.04344496114
395	0.04338072849
396	0.04320305454
397	0.04313046116
398	0.04309806484
399	0.04306578177
400	0.04299902241
401	0.0429649406
402	0.04285218107
403	0.04271960936
404	0.04268833245
405	0.04259409119
406	0.04241548656
407	0.04237099078
408	0.04233531945
409	0.04213758432
410	0.04210868099
411	0.04198764714
412	0.04185856153
413	0.04178322408
414	0.04166268935
415	0.04147728355
416	0.04133524722
417	0.04101821034
418	0.04100379482
419	0.04098819015
420	0.04089061042
421	0.04077705741
422	0.0406556868
423	0.04063546334
424	0.04043645843
425	0.04032874403
426	0.04012735463
427	0.0400961063
428	0.04007701024
429	0.03988289154
430	0.03985698855
431	0.03967127173
432	0.03959676962
433	0.03956248573
434	0.03948845746
435	0.03939399082
436	0.0393493439
437	0.03932175015
438	0.03927947728
439	0.03918987849
440	0.0391207625
441	0.03909057611
442	0.03907692877
443	0.03900394802
444	0.03898105935
445	0.03885969788
446	0.03871556405
447	0.03860166467
448	0.03852777165
449	0.03846464575
450	0.03834186987
451	0.03827350448
452	0.03821128795
453	0.03817355977
454	0.03813913919
455	0.0381102452
456	0.03795278357
457	0.03776843577
458	0.03766960585
459	0.03757493356
460	0.03753885979
461	0.03750980474
462	0.03740090926
463	0.03739373555
464	0.03732024111
465	0.0371745674
466	0.037127922
467	0.03697827675
468	0.03675723016
469	0.0366661115
470	0.03652788194
471	0.03644440458
472	0.03637920344
473	0.0362735891
474	0.03616312968
475	0.03605581406
476	0.03603293562
477	0.03598079793
478	0.03589425547
479	0.03578298073
480	0.03566214614
481	0.03562807501
482	0.0355782093
483	0.03545544273
484	0.03539041421
485	0.03533719209
486	0.03529401177
487	0.03523138007
488	0.03522272163
489	0.03513598178
490	0.0350508741
491	0.03494278958
492	0.03487648117
493	0.03482292352
494	0.03467978561
495	0.03455084517
496	0.03442018315
497	0.03430924852
498	0.03422270869
499	0.03416323029
